symbol,month,timestamp,open,high,low,close,volume,unnamed: 8,unnamed: 9,unnamed: 10,unnamed: 11,unnamed: 12,c-o,h-c,l-c,h-o,l-o,h-l,unnamed: 19,unnamed: 20,unnamed: 21,unnamed: 22,unnamed: 23,unnamed: 24,unnamed: 25,hc<co,hc<ho,lc<co,up,961 / 776,958 / 799,unnamed: 32,unnamed: 33,J,K,L,next_open,next_close,J_next,U,body_pct,upper_wick_pct,lower_wick_pct,next_body_pct,next_move_pct,U_pct,abs_U_pct,direction
XRPUSDT,2026-07,2026-07-17 13:00:00+00:00,1.0781000000,1.0807000000,1.0698000000,1.0803000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022000000,0.0004000000,0.0105000000,1.0804000000,1.0825000000,0.0021000000,-0.0001000000,0.0020406270,0.0003710231,0.0097393563,0.0019437245,0.0040812541,-0.0000927558,0.0000927558,1
BTCUSDT,2026-07,2026-07-17 14:00:00+00:00,63154.0000000000,63518.0000000000,63051.7700000000,63174.0000000000,0.0000000000,0,63174,63452.0000000000,-1.0000000000,1.0000000000,20.0000000000,344.0000000000,-122.2300000000,364.0000000000,-102.2300000000,466.2300000000,257.9900000000,,h-c,1.0000000000,,,,1.0000000000,0.0000000000,0.0000000000,1.0000000000,,,20.0000000000,40.0000000000,20.0000000000,344.0000000000,122.2300000000,63174.0100000000,63452.0000000000,277.9900000000,257.9900000000,0.0003166862,0.0054470026,0.0019354277,0.0044003855,0.0047186243,0.0040850936,0.0040850936,1
ETHUSDT,2026-07,2026-07-17 14:00:00+00:00,1825.5000000000,1834.0000000000,1817.1800000000,1822.1600000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3400000000,11.8400000000,4.9800000000,1822.1600000000,1830.8800000000,8.7200000000,12.0600000000,-0.0018296357,0.0064858943,0.0027280197,0.0047855293,0.0029471378,0.0066064092,0.0066064092,1
SOLUSDT,2026-07,2026-07-17 14:00:00+00:00,74.3400000000,74.8100000000,74.0900000000,74.3200000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0200000000,0.4900000000,0.2300000000,74.3200000000,74.7700000000,0.4500000000,0.4700000000,-0.0002690342,0.0065913371,0.0030938929,0.0060548977,0.0057842346,0.0063223029,0.0063223029,1
XRPUSDT,2026-07,2026-07-17 14:00:00+00:00,1.0804000000,1.0867000000,1.0803000000,1.0825000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021000000,0.0042000000,0.0022000000,1.0825000000,1.0831000000,0.0006000000,-0.0015000000,0.0019437245,0.0038874491,0.0020362829,0.0005542725,0.0024990744,-0.0013883747,0.0013883747,1
BTCUSDT,2026-07,2026-07-17 15:00:00+00:00,63174.0100000000,63452.0000000000,62856.1600000000,63452.0000000000,0.0000000000,#DIV/0!,#DIV/0!,63594.0000000000,-1.0000000000,-1.0000000000,277.9900000000,0.0000000000,-595.8400000000,277.9900000000,-317.8500000000,595.8400000000,-135.9900000000,-317.8500000000,,-1.0000000000,l-o,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,True,277.9900000000,555.9800000000,277.9900000000,0.0000000000,595.8400000000,63452.0000000000,63594.0000000000,142.0000000000,-135.9900000000,0.0044003855,0.0000000000,0.0094317267,0.0022379121,0.0066481453,-0.0021526257,0.0021526257,1
ETHUSDT,2026-07,2026-07-17 15:00:00+00:00,1822.1600000000,1831.2600000000,1810.7700000000,1830.8800000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7200000000,0.3800000000,20.1100000000,1830.8900000000,1835.9100000000,5.0200000000,-3.7000000000,0.0047855293,0.0002085437,0.0110363525,0.0027418359,0.0075459894,-0.0020305571,0.0020305571,1
SOLUSDT,2026-07,2026-07-17 15:00:00+00:00,74.3200000000,74.7800000000,73.8000000000,74.7700000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4500000000,0.0100000000,0.9700000000,74.7800000000,74.9400000000,0.1600000000,-0.2900000000,0.0060548977,0.0001345533,0.0130516685,0.0021396095,0.0083423036,-0.0039020452,0.0039020452,1
XRPUSDT,2026-07,2026-07-17 15:00:00+00:00,1.0825000000,1.0835000000,1.0743000000,1.0831000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006000000,0.0004000000,0.0088000000,1.0832000000,1.0863000000,0.0031000000,0.0025000000,0.0005542725,0.0003695150,0.0081293303,0.0028618907,0.0035103926,0.0023094688,0.0023094688,1
BTCUSDT,2026-07,2026-07-17 16:00:00+00:00,63452.0000000000,63706.7500000000,63312.0100000000,63594.0000000000,0.0000000000,2.501019956,63243.88222,64049.8600000000,-1.0000000000,1.0000000000,142.0000000000,112.7500000000,-281.9900000000,254.7500000000,-139.9900000000,394.7400000000,313.8600000000,,h-l,1.0000000000,,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,,142.0000000000,284.0000000000,142.0000000000,112.7500000000,281.9900000000,63594.0000000000,64049.8600000000,455.8600000000,313.8600000000,0.0022379121,0.0017769337,0.0044441468,0.0071682863,0.0094222404,0.0049464162,0.0049464162,1
ETHUSDT,2026-07,2026-07-17 16:00:00+00:00,1830.8900000000,1840.5100000000,1825.3200000000,1835.9100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0200000000,4.6000000000,10.5900000000,1835.9100000000,1843.7100000000,7.8000000000,2.7800000000,0.0027418359,0.0025124393,0.0057840722,0.0042485743,0.0070020591,0.0015183872,0.0015183872,1
SOLUSDT,2026-07,2026-07-17 16:00:00+00:00,74.7800000000,75.1200000000,74.6100000000,74.9400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1600000000,0.1800000000,0.3300000000,74.9500000000,75.2400000000,0.2900000000,0.1300000000,0.0021396095,0.0024070607,0.0044129446,0.0038692462,0.0061513774,0.0017384327,0.0017384327,1
XRPUSDT,2026-07,2026-07-17 16:00:00+00:00,1.0832000000,1.0901000000,1.0811000000,1.0863000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031000000,0.0038000000,0.0052000000,1.0864000000,1.0919000000,0.0055000000,0.0024000000,0.0028618907,0.0035081241,0.0048005908,0.0050625920,0.0080317578,0.0022156573,0.0022156573,1
BTCUSDT,2026-07,2026-07-17 17:00:00+00:00,63594.0000000000,64228.2700000000,63594.0000000000,64049.8600000000,0.0000000000,2.555125834,64049.86,64259.7300000000,1.0000000000,-1.0000000000,455.8600000000,178.4100000000,-455.8600000000,634.2700000000,0.0000000000,634.2700000000,-245.9800000000,0.0000000000,,-1.0000000000,l-c,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,True,455.8600000000,911.7200000000,455.8600000000,178.4100000000,455.8600000000,64049.8500000000,64259.7300000000,209.8800000000,-245.9800000000,0.0071682863,0.0028054533,0.0071682863,0.0032768227,0.0104684404,-0.0038679750,0.0038679750,1
ETHUSDT,2026-07,2026-07-17 17:00:00+00:00,1835.9100000000,1856.1700000000,1835.9100000000,1843.7100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8000000000,12.4600000000,7.8000000000,1843.7200000000,1846.9900000000,3.2700000000,-4.5300000000,0.0042485743,0.0067868251,0.0042485743,0.0017735882,0.0060351542,-0.0024674412,0.0024674412,1
SOLUSDT,2026-07,2026-07-17 17:00:00+00:00,74.9500000000,75.6000000000,74.9500000000,75.2400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900000000,0.3600000000,0.2900000000,75.2400000000,75.3200000000,0.0800000000,-0.2100000000,0.0038692462,0.0048032021,0.0038692462,0.0010632642,0.0049366244,-0.0028018679,0.0028018679,1
XRPUSDT,2026-07,2026-07-17 17:00:00+00:00,1.0864000000,1.0958000000,1.0864000000,1.0919000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055000000,0.0039000000,0.0055000000,1.0919000000,1.0923000000,0.0004000000,-0.0051000000,0.0050625920,0.0035898380,0.0050625920,0.0003663339,0.0054307806,-0.0046944035,0.0046944035,1
BTCUSDT,2026-07,2026-07-17 18:00:00+00:00,64049.8500000000,64387.9900000000,63894.0000000000,64259.7300000000,0.0000000000,2.851473569,63815.32784,64160.8000000000,1.0000000000,-1.0000000000,209.8800000000,128.2600000000,-365.7300000000,338.1400000000,-155.8500000000,493.9900000000,-308.8100000000,-155.8500000000,,-1.0000000000,l-o,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,True,209.8800000000,419.7600000000,209.8800000000,128.2600000000,365.7300000000,64259.7300000000,64160.8000000000,-98.9300000000,-308.8100000000,0.0032768227,0.0020025027,0.0057100836,-0.0015395334,0.0017322445,-0.0048214008,0.0048214008,-1
ETHUSDT,2026-07,2026-07-17 18:00:00+00:00,1843.7200000000,1849.6700000000,1835.1800000000,1846.9900000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2700000000,2.6800000000,11.8100000000,1846.9800000000,1843.7600000000,-3.2200000000,-6.4900000000,0.0017735882,0.0014535830,0.0064055280,-0.0017433865,0.0000216953,-0.0035200573,0.0035200573,-1
SOLUSDT,2026-07,2026-07-17 18:00:00+00:00,75.2400000000,75.4100000000,74.9800000000,75.3200000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0800000000,0.0900000000,0.3400000000,75.3200000000,75.2000000000,-0.1200000000,-0.2000000000,0.0010632642,0.0011961722,0.0045188729,-0.0015932023,-0.0005316321,-0.0026581606,0.0026581606,-1
XRPUSDT,2026-07,2026-07-17 18:00:00+00:00,1.0919000000,1.0942000000,1.0877000000,1.0923000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004000000,0.0019000000,0.0046000000,1.0923000000,1.0913000000,-0.0010000000,-0.0014000000,0.0003663339,0.0017400861,0.0042128400,-0.0009154994,-0.0005495009,-0.0012821687,0.0012821687,-1
BTCUSDT,2026-07,2026-07-17 19:00:00+00:00,64259.7300000000,64259.7300000000,63981.2000000000,64160.8000000000,0.0000000000,0,64160.8,64120.0000000000,1.0000000000,1.0000000000,-98.9300000000,98.9300000000,-179.6000000000,0.0000000000,-278.5300000000,278.5300000000,58.1300000000,,h-c,1.0000000000,,,,1.0000000000,1.0000000000,0.0000000000,2.0000000000,,,-98.9300000000,197.8600000000,-98.9300000000,98.9300000000,179.6000000000,64160.8000000000,64120.0000000000,-40.8000000000,58.1300000000,-0.0015395334,0.0015395334,0.0027949075,-0.0006359023,-0.0021744567,0.0009046101,0.0009046101,-1
ETHUSDT,2026-07,2026-07-17 19:00:00+00:00,1846.9800000000,1846.9900000000,1835.6500000000,1843.7600000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2200000000,3.2300000000,8.1100000000,1843.7600000000,1842.9300000000,-0.8300000000,2.3900000000,-0.0017433865,0.0017488007,0.0043909517,-0.0004501670,-0.0021927687,0.0012940043,0.0012940043,-1
SOLUSDT,2026-07,2026-07-17 19:00:00+00:00,75.3200000000,75.3700000000,74.8600000000,75.2000000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1200000000,0.1700000000,0.3400000000,75.2000000000,75.1100000000,-0.0900000000,0.0300000000,-0.0015932023,0.0022570366,0.0045140733,-0.0011968085,-0.0027881041,0.0003983006,0.0003983006,-1
XRPUSDT,2026-07,2026-07-17 19:00:00+00:00,1.0923000000,1.0933000000,1.0858000000,1.0913000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0010000000,0.0020000000,0.0055000000,1.0913000000,1.0885000000,-0.0028000000,-0.0018000000,-0.0009154994,0.0018309988,0.0050352467,-0.0025657473,-0.0034788977,-0.0016478989,0.0016478989,-1
BTCUSDT,2026-07,2026-07-17 20:00:00+00:00,64160.8000000000,64192.5700000000,63958.1900000000,64120.0000000000,0.0000000000,0,64120,64110.0000000000,1.0000000000,1.0000000000,-40.8000000000,72.5700000000,-161.8100000000,31.7700000000,-202.6100000000,234.3800000000,30.7900000000,,h-o,1.0000000000,,,,1.0000000000,1.0000000000,0.0000000000,2.0000000000,,,-40.8000000000,81.6000000000,-40.8000000000,72.5700000000,161.8100000000,64120.0100000000,64110.0000000000,-10.0100000000,30.7900000000,-0.0006359023,0.0011310645,0.0025219449,-0.0001561135,-0.0007917607,0.0004798880,0.0004798880,-1
ETHUSDT,2026-07,2026-07-17 20:00:00+00:00,1843.7600000000,1846.2000000000,1837.1500000000,1842.9300000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8300000000,3.2700000000,5.7800000000,1842.9300000000,1841.5400000000,-1.3900000000,-0.5600000000,-0.0004501670,0.0017735497,0.0031348983,-0.0007542337,-0.0012040613,-0.0003037272,0.0003037272,-1
SOLUSDT,2026-07,2026-07-17 20:00:00+00:00,75.2000000000,75.2100000000,74.8900000000,75.1100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0900000000,0.1000000000,0.2200000000,75.1100000000,75.0100000000,-0.1000000000,-0.0100000000,-0.0011968085,0.0013297872,0.0029255319,-0.0013313806,-0.0025265957,-0.0001329787,0.0001329787,-1
XRPUSDT,2026-07,2026-07-17 20:00:00+00:00,1.0913000000,1.0914000000,1.0867000000,1.0885000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0028000000,0.0029000000,0.0018000000,1.0886000000,1.0885000000,-0.0001000000,0.0027000000,-0.0025657473,0.0026573811,0.0016494090,-0.0000918611,-0.0025657473,0.0024741134,0.0024741134,-1
BTCUSDT,2026-07,2026-07-17 21:00:00+00:00,64120.0100000000,64216.6100000000,64064.0000000000,64110.0000000000,0.0000000000,0,64110,63986.0000000000,1.0000000000,-1.0000000000,-10.0100000000,106.6100000000,-46.0000000000,96.6000000000,-56.0100000000,152.6100000000,-114.0000000000,-56.0100000000,,-1.0000000000,c-o,,,1.0000000000,1.0000000000,0.0000000000,2.0000000000,,,-10.0100000000,20.0200000000,-10.0100000000,106.6100000000,46.0000000000,64110.0100000000,63986.0000000000,-124.0100000000,-114.0000000000,-0.0001561135,0.0016626635,0.0007174048,-0.0019343313,-0.0020899872,-0.0017779161,0.0017779161,-1
ETHUSDT,2026-07,2026-07-17 21:00:00+00:00,1842.9300000000,1846.6500000000,1840.5000000000,1841.5400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3900000000,5.1100000000,1.0400000000,1841.5500000000,1839.9500000000,-1.6000000000,-0.2100000000,-0.0007542337,0.0027727586,0.0005643188,-0.0008688333,-0.0016169903,-0.0001139490,0.0001139490,-1
SOLUSDT,2026-07,2026-07-17 21:00:00+00:00,75.1100000000,75.2400000000,74.9600000000,75.0100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1000000000,0.2300000000,0.0500000000,75.0100000000,75.0200000000,0.0100000000,0.1100000000,-0.0013313806,0.0030621755,0.0006656903,0.0001333156,-0.0011982426,0.0014645187,0.0014645187,1
XRPUSDT,2026-07,2026-07-17 21:00:00+00:00,1.0886000000,1.0913000000,1.0880000000,1.0885000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001000000,0.0028000000,0.0005000000,1.0886000000,1.0884000000,-0.0002000000,-0.0001000000,-0.0000918611,0.0025721110,0.0004593055,-0.0001837222,-0.0001837222,-0.0000918611,0.0000918611,-1
BTCUSDT,2026-07,2026-07-17 22:00:00+00:00,64110.0100000000,64147.0000000000,63903.6300000000,63986.0000000000,0.0000000000,-0.511614907,64091.58708,63931.6700000000,1.0000000000,1.0000000000,-124.0100000000,161.0000000000,-82.3700000000,36.9900000000,-206.3800000000,243.3700000000,69.6700000000,,h-c,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-124.0100000000,248.0200000000,-124.0100000000,161.0000000000,82.3700000000,63986.0100000000,63931.6700000000,-54.3400000000,69.6700000000,-0.0019343313,0.0025113083,0.0012848228,-0.0008492481,-0.0027817809,0.0010867258,0.0010867258,-1
ETHUSDT,2026-07,2026-07-17 22:00:00+00:00,1841.5500000000,1843.8900000000,1837.6200000000,1839.9500000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6000000000,3.9400000000,2.3300000000,1839.9400000000,1841.9300000000,1.9900000000,3.5900000000,-0.0008688333,0.0021395020,0.0012652385,0.0010815570,0.0002063479,0.0019494448,0.0019494448,1
SOLUSDT,2026-07,2026-07-17 22:00:00+00:00,75.0100000000,75.1300000000,74.8400000000,75.0200000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0100000000,0.1100000000,0.1800000000,75.0300000000,75.0400000000,0.0100000000,0.0000000000,0.0001333156,0.0014664711,0.0023996800,0.0001332800,0.0003999467,0.0000000000,0.0000000000,1
XRPUSDT,2026-07,2026-07-17 22:00:00+00:00,1.0886000000,1.0891000000,1.0870000000,1.0884000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002000000,0.0007000000,0.0014000000,1.0883000000,1.0890000000,0.0007000000,0.0009000000,-0.0001837222,0.0006430277,0.0012860555,0.0006432050,0.0003674444,0.0008267500,0.0008267500,1
BTCUSDT,2026-07,2026-07-17 23:00:00+00:00,63986.0100000000,64011.0800000000,63884.3500000000,63931.6700000000,0.0000000000,-0.595894724,63992.24866,63910.0400000000,-1.0000000000,1.0000000000,-54.3400000000,79.4100000000,-47.3200000000,25.0700000000,-101.6600000000,126.7300000000,32.7100000000,,h-c,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-54.3400000000,108.6800000000,-54.3400000000,79.4100000000,47.3200000000,63931.6700000000,63910.0400000000,-21.6300000000,32.7100000000,-0.0008492481,0.0012410525,0.0007395367,-0.0003383300,-0.0011872908,0.0005112055,0.0005112055,-1
ETHUSDT,2026-07,2026-07-17 23:00:00+00:00,1839.9400000000,1844.4700000000,1835.2700000000,1841.9300000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9900000000,2.5400000000,6.6600000000,1841.9400000000,1840.8400000000,-1.1000000000,-3.0900000000,0.0010815570,0.0013804798,0.0036196833,-0.0005971964,0.0004891464,-0.0016794026,0.0016794026,-1
SOLUSDT,2026-07,2026-07-17 23:00:00+00:00,75.0300000000,75.1400000000,74.8500000000,75.0400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0100000000,0.1000000000,0.1900000000,75.0400000000,75.0900000000,0.0500000000,0.0400000000,0.0001332800,0.0013328002,0.0025323204,0.0006663113,0.0007996801,0.0005331201,0.0005331201,1
XRPUSDT,2026-07,2026-07-17 23:00:00+00:00,1.0883000000,1.0904000000,1.0868000000,1.0890000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007000000,0.0014000000,0.0022000000,1.0891000000,1.0882000000,-0.0009000000,-0.0016000000,0.0006432050,0.0012864100,0.0020215014,-0.0008263704,-0.0000918864,-0.0014701829,0.0014701829,-1
BTCUSDT,2026-07,2026-07-18 00:00:00+00:00,63931.6700000000,64012.3900000000,63895.3300000000,63910.0400000000,0.0000000000,-0.143722521,63915.26288,63952.9800000000,-1.0000000000,1.0000000000,-21.6300000000,102.3500000000,-14.7100000000,80.7200000000,-36.3400000000,117.0600000000,64.5600000000,,h-o,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-21.6300000000,43.2600000000,-21.6300000000,102.3500000000,14.7100000000,63910.0500000000,63952.9800000000,42.9300000000,64.5600000000,-0.0003383300,0.0016009280,0.0002300894,0.0006717253,0.0003333246,0.0010098281,0.0010098281,1
ETHUSDT,2026-07,2026-07-18 00:00:00+00:00,1841.9400000000,1845.0000000000,1839.8600000000,1840.8400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1000000000,4.1600000000,0.9800000000,1840.8400000000,1842.4800000000,1.6400000000,2.7400000000,-0.0005971964,0.0022584883,0.0005320477,0.0008908976,0.0002931692,0.0014875620,0.0014875620,1
SOLUSDT,2026-07,2026-07-18 00:00:00+00:00,75.0400000000,75.2700000000,74.9900000000,75.0900000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0500000000,0.1800000000,0.1000000000,75.1000000000,75.2300000000,0.1300000000,0.0800000000,0.0006663113,0.0023987207,0.0013326226,0.0017310253,0.0025319829,0.0010660981,0.0010660981,1
XRPUSDT,2026-07,2026-07-18 00:00:00+00:00,1.0891000000,1.0910000000,1.0880000000,1.0882000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0009000000,0.0028000000,0.0002000000,1.0882000000,1.0884000000,0.0002000000,0.0011000000,-0.0008263704,0.0025709301,0.0001836379,0.0001837897,-0.0006427325,0.0010100083,0.0010100083,1
BTCUSDT,2026-07,2026-07-18 01:00:00+00:00,63910.0500000000,64000.0000000000,63886.6500000000,63952.9800000000,0.0000000000,0,63952.98,63967.6100000000,-1.0000000000,-1.0000000000,42.9300000000,47.0200000000,-66.3300000000,89.9500000000,-23.4000000000,113.3500000000,-28.2900000000,-23.4000000000,,-1.0000000000,l-o,,,1.0000000000,0.0000000000,0.0000000000,1.0000000000,,,42.9300000000,85.8600000000,42.9300000000,47.0200000000,66.3300000000,63952.9700000000,63967.6100000000,14.6400000000,-28.2900000000,0.0006717253,0.0007357215,0.0010378649,0.0002289182,0.0009006408,-0.0004426534,0.0004426534,1
ETHUSDT,2026-07,2026-07-18 01:00:00+00:00,1840.8400000000,1843.3900000000,1839.3800000000,1842.4800000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6400000000,0.9100000000,3.1000000000,1842.4900000000,1841.9100000000,-0.5800000000,-2.2200000000,0.0008908976,0.0004943395,0.0016840138,-0.0003147914,0.0005812564,-0.0012059712,0.0012059712,-1
SOLUSDT,2026-07,2026-07-18 01:00:00+00:00,75.1000000000,75.2400000000,75.0400000000,75.2300000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1300000000,0.0100000000,0.1900000000,75.2300000000,75.2100000000,-0.0200000000,-0.1500000000,0.0017310253,0.0001331558,0.0025299601,-0.0002658514,0.0014647137,-0.0019973369,0.0019973369,-1
XRPUSDT,2026-07,2026-07-18 01:00:00+00:00,1.0882000000,1.0900000000,1.0872000000,1.0884000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002000000,0.0016000000,0.0012000000,1.0885000000,1.0902000000,0.0017000000,0.0015000000,0.0001837897,0.0014703180,0.0011027385,0.0015617823,0.0018378974,0.0013784231,0.0013784231,1
BTCUSDT,2026-07,2026-07-18 02:00:00+00:00,63952.9700000000,64032.6000000000,63930.5400000000,63967.6100000000,0.0000000000,0,63967.61,64017.8400000000,1.0000000000,1.0000000000,14.6400000000,64.9900000000,-37.0700000000,79.6300000000,-22.4300000000,102.0600000000,35.5900000000,,h-c,1.0000000000,,,,1.0000000000,0.0000000000,0.0000000000,1.0000000000,,,14.6400000000,29.2800000000,14.6400000000,64.9900000000,37.0700000000,63967.6100000000,64017.8400000000,50.2300000000,35.5900000000,0.0002289182,0.0010162155,0.0005796447,0.0007852412,0.0010143391,0.0005565027,0.0005565027,1
ETHUSDT,2026-07,2026-07-18 02:00:00+00:00,1842.4900000000,1846.7400000000,1840.7300000000,1841.9100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5800000000,4.8300000000,1.1800000000,1841.9100000000,1845.9600000000,4.0500000000,4.6300000000,-0.0003147914,0.0026214525,0.0006404377,0.0021988045,0.0018833209,0.0025129037,0.0025129037,1
SOLUSDT,2026-07,2026-07-18 02:00:00+00:00,75.2300000000,75.4500000000,75.1500000000,75.2100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0200000000,0.2400000000,0.0600000000,75.2100000000,75.3800000000,0.1700000000,0.1900000000,-0.0002658514,0.0031902167,0.0007975542,0.0022603377,0.0019938854,0.0025255882,0.0025255882,1
XRPUSDT,2026-07,2026-07-18 02:00:00+00:00,1.0885000000,1.0915000000,1.0880000000,1.0902000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017000000,0.0013000000,0.0022000000,1.0902000000,1.0901000000,-0.0001000000,-0.0018000000,0.0015617823,0.0011943041,0.0020211300,-0.0000917263,0.0014699127,-0.0016536518,0.0016536518,-1
BTCUSDT,2026-07,2026-07-18 03:00:00+00:00,63967.6100000000,64017.8500000000,63928.1500000000,64017.8400000000,0.0000000000,8968.999998,-289898.8999,63967.9900000000,1.0000000000,-1.0000000000,50.2300000000,0.0100000000,-89.6900000000,50.2400000000,-39.4600000000,89.7000000000,-100.0800000000,-39.4600000000,,-1.0000000000,l-o,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,True,50.2300000000,100.4600000000,50.2300000000,0.0100000000,89.6900000000,64017.8400000000,63967.9900000000,-49.8500000000,-100.0800000000,0.0007852412,0.0000001563,0.0014021159,-0.0007786892,0.0000059405,-0.0015645418,0.0015645418,-1
ETHUSDT,2026-07,2026-07-18 03:00:00+00:00,1841.9100000000,1846.4900000000,1841.4600000000,1845.9600000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0500000000,0.5300000000,4.5000000000,1845.9600000000,1844.7000000000,-1.2600000000,-5.3100000000,0.0021988045,0.0002877448,0.0024431161,-0.0006825717,0.0015147320,-0.0028828770,0.0028828770,-1
SOLUSDT,2026-07,2026-07-18 03:00:00+00:00,75.2100000000,75.3800000000,75.1400000000,75.3800000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1700000000,0.0000000000,0.2400000000,75.3700000000,75.1000000000,-0.2700000000,-0.4400000000,0.0022603377,0.0000000000,0.0031910650,-0.0035823272,-0.0014625715,-0.0058502859,0.0058502859,-1
XRPUSDT,2026-07,2026-07-18 03:00:00+00:00,1.0902000000,1.0915000000,1.0890000000,1.0901000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001000000,0.0014000000,0.0011000000,1.0902000000,1.0880000000,-0.0022000000,-0.0021000000,-0.0000917263,0.0012841680,0.0010089892,-0.0020179784,-0.0020179784,-0.0019262521,0.0019262521,-1
BTCUSDT,2026-07,2026-07-18 04:00:00+00:00,64017.8400000000,64017.8500000000,63947.0900000000,63967.9900000000,0.0000000000,-0.419173686,63997.64654,63967.9500000000,-1.0000000000,1.0000000000,-49.8500000000,49.8600000000,-20.9000000000,0.0100000000,-70.7500000000,70.7600000000,49.8000000000,,h-c,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-49.8500000000,99.7000000000,-49.8500000000,49.8600000000,20.9000000000,63968.0000000000,63967.9500000000,-0.0500000000,49.8000000000,-0.0007786892,0.0007788454,0.0003264715,-0.0000007816,-0.0007793140,0.0007779082,0.0007779082,-1
ETHUSDT,2026-07,2026-07-18 04:00:00+00:00,1845.9600000000,1846.1900000000,1842.5600000000,1844.7000000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2600000000,1.4900000000,2.1400000000,1844.7000000000,1845.8600000000,1.1600000000,2.4200000000,-0.0006825717,0.0008071681,0.0011592884,0.0006288285,-0.0000541724,0.0013109710,0.0013109710,1
SOLUSDT,2026-07,2026-07-18 04:00:00+00:00,75.3700000000,75.3900000000,75.0500000000,75.1000000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2700000000,0.2900000000,0.0500000000,75.1100000000,74.9200000000,-0.1900000000,0.0800000000,-0.0035823272,0.0038476848,0.0006633939,-0.0025296232,-0.0059705453,0.0010614303,0.0010614303,-1
