symbol,month,timestamp,open,high,low,close,volume,unnamed: 8,unnamed: 9,unnamed: 10,unnamed: 11,unnamed: 12,c-o,h-c,l-c,h-o,l-o,h-l,unnamed: 19,unnamed: 20,unnamed: 21,unnamed: 22,unnamed: 23,unnamed: 24,unnamed: 25,hc<co,hc<ho,lc<co,up,961 / 776,958 / 799,unnamed: 32,unnamed: 33,J,K,L,next_open,next_close,J_next,U,body_pct,upper_wick_pct,lower_wick_pct,next_body_pct,next_move_pct,U_pct,abs_U_pct,direction
ETHUSDT,2026-07,2026-07-05 15:00:00+00:00,1772.5600000000,1781.2800000000,1770.1100000000,1774.6700000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1100000000,6.6100000000,4.5600000000,1774.6600000000,1773.0000000000,-1.6600000000,-3.7700000000,0.0011903687,0.0037290698,0.0025725504,-0.0009353904,0.0002482286,-0.0021268674,0.0021268674,-1
SOLUSDT,2026-07,2026-07-05 15:00:00+00:00,81.4500000000,81.7500000000,81.1200000000,81.3600000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0900000000,0.3900000000,0.2400000000,81.3600000000,81.1000000000,-0.2600000000,-0.1700000000,-0.0011049724,0.0047882136,0.0029465930,-0.0031956735,-0.0042971148,-0.0020871700,0.0020871700,-1
XRPUSDT,2026-07,2026-07-05 15:00:00+00:00,1.1372000000,1.1414000000,1.1347000000,1.1370000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002000000,0.0044000000,0.0023000000,1.1371000000,1.1349000000,-0.0022000000,-0.0020000000,-0.0001758706,0.0038691523,0.0020225114,-0.0019347463,-0.0020225114,-0.0017587056,0.0017587056,-1
BTCUSDT,2026-07,2026-07-05 16:00:00+00:00,62740.0100000000,62772.8600000000,62590.0200000000,62637.4800000000,0.0000000000,-0.350568769,62690.06181,62624.9300000000,-1.0000000000,1.0000000000,-102.5300000000,135.3800000000,-47.4600000000,32.8500000000,-149.9900000000,182.8400000000,89.9800000000,,h-c,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-102.5300000000,205.0600000000,-102.5300000000,135.3800000000,47.4600000000,62637.4800000000,62624.9300000000,-12.5500000000,89.9800000000,-0.0016342044,0.0021577937,0.0007564551,-0.0002003593,-0.0018342362,0.0014341725,0.0014341725,-1
ETHUSDT,2026-07,2026-07-05 16:00:00+00:00,1774.6600000000,1777.5000000000,1770.3100000000,1773.0000000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6600000000,4.5000000000,2.6900000000,1773.0000000000,1779.4800000000,6.4800000000,8.1400000000,-0.0009353904,0.0025356970,0.0015157833,0.0036548223,0.0027160132,0.0045867941,0.0045867941,1
SOLUSDT,2026-07,2026-07-05 16:00:00+00:00,81.3600000000,81.5400000000,80.9100000000,81.1000000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2600000000,0.4400000000,0.1900000000,81.0900000000,81.1400000000,0.0500000000,0.3100000000,-0.0031956735,0.0054080629,0.0023352999,0.0006165988,-0.0027040315,0.0038102262,0.0038102262,1
XRPUSDT,2026-07,2026-07-05 16:00:00+00:00,1.1371000000,1.1390000000,1.1340000000,1.1349000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0022000000,0.0041000000,0.0009000000,1.1349000000,1.1347000000,-0.0002000000,0.0020000000,-0.0019347463,0.0036056635,0.0007914871,-0.0001762270,-0.0021106323,0.0017588603,0.0017588603,-1
BTCUSDT,2026-07,2026-07-05 17:00:00+00:00,62637.4800000000,62820.0000000000,62594.3800000000,62624.9300000000,0.0000000000,0,62624.93,62820.3300000000,1.0000000000,1.0000000000,-12.5500000000,195.0700000000,-30.5500000000,182.5200000000,-43.1000000000,225.6200000000,207.9500000000,,h-l,1.0000000000,,,,1.0000000000,1.0000000000,0.0000000000,2.0000000000,,,-12.5500000000,25.1000000000,-12.5500000000,195.0700000000,30.5500000000,62624.9300000000,62820.3300000000,195.4000000000,207.9500000000,-0.0002003593,0.0031142696,0.0004877272,0.0031201632,0.0029191787,0.0033198973,0.0033198973,1
ETHUSDT,2026-07,2026-07-05 17:00:00+00:00,1773.0000000000,1785.7500000000,1772.9900000000,1779.4800000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4800000000,6.2700000000,6.4900000000,1779.4700000000,1781.2800000000,1.8100000000,-4.6700000000,0.0036548223,0.0035363790,0.0036604625,0.0010171568,0.0046700508,-0.0026339538,0.0026339538,1
SOLUSDT,2026-07,2026-07-05 17:00:00+00:00,81.0900000000,81.3800000000,81.0100000000,81.1400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0500000000,0.2400000000,0.1300000000,81.1400000000,81.0100000000,-0.1300000000,-0.1800000000,0.0006165988,0.0029596744,0.0016031570,-0.0016021691,-0.0009865581,-0.0022197558,0.0022197558,-1
XRPUSDT,2026-07,2026-07-05 17:00:00+00:00,1.1349000000,1.1390000000,1.1319000000,1.1347000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002000000,0.0043000000,0.0028000000,1.1346000000,1.1361000000,0.0015000000,0.0017000000,-0.0001762270,0.0037888801,0.0024671777,0.0013220518,0.0010573619,0.0014979293,0.0014979293,1
BTCUSDT,2026-07,2026-07-05 18:00:00+00:00,62624.9300000000,62880.0000000000,62616.0000000000,62820.3300000000,0.0000000000,3.424333836,62789.7507,62768.8800000000,1.0000000000,-1.0000000000,195.4000000000,59.6700000000,-204.3300000000,255.0700000000,-8.9300000000,264.0000000000,-246.8500000000,-8.9300000000,,-1.0000000000,l-o,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,True,195.4000000000,390.8000000000,195.4000000000,59.6700000000,204.3300000000,62820.3300000000,62768.8800000000,-51.4500000000,-246.8500000000,0.0031201632,0.0009528154,0.0032627581,-0.0008190024,0.0022986054,-0.0039417210,0.0039417210,-1
ETHUSDT,2026-07,2026-07-05 18:00:00+00:00,1779.4700000000,1786.2300000000,1777.8000000000,1781.2800000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8100000000,4.9500000000,3.4800000000,1781.2800000000,1781.4300000000,0.1500000000,-1.6600000000,0.0010171568,0.0027817271,0.0019556385,0.0000842091,0.0011014516,-0.0009328620,0.0009328620,1
SOLUSDT,2026-07,2026-07-05 18:00:00+00:00,81.1400000000,81.2700000000,81.0000000000,81.0100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1300000000,0.2600000000,0.0100000000,81.0100000000,81.0400000000,0.0300000000,0.1600000000,-0.0016021691,0.0032043382,0.0001232438,0.0003703247,-0.0012324378,0.0019719004,0.0019719004,1
XRPUSDT,2026-07,2026-07-05 18:00:00+00:00,1.1346000000,1.1403000000,1.1345000000,1.1361000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015000000,0.0042000000,0.0016000000,1.1360000000,1.1352000000,-0.0008000000,-0.0023000000,0.0013220518,0.0037017451,0.0014101886,-0.0007042254,0.0005288207,-0.0020271461,0.0020271461,-1
BTCUSDT,2026-07,2026-07-05 19:00:00+00:00,62820.3300000000,62888.1400000000,62714.9800000000,62768.8800000000,0.0000000000,0,62768.88,62730.6100000000,-1.0000000000,1.0000000000,-51.4500000000,119.2600000000,-53.9000000000,67.8100000000,-105.3500000000,173.1600000000,13.1900000000,,h-o,1.0000000000,,,,1.0000000000,1.0000000000,0.0000000000,2.0000000000,,,-51.4500000000,102.9000000000,-51.4500000000,119.2600000000,53.9000000000,62768.8700000000,62730.6100000000,-38.2600000000,13.1900000000,-0.0008190024,0.0018984300,0.0008580025,-0.0006095378,-0.0014282001,0.0002099639,0.0002099639,-1
ETHUSDT,2026-07,2026-07-05 19:00:00+00:00,1781.2800000000,1784.5200000000,1777.7000000000,1781.4300000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1500000000,3.0900000000,3.7300000000,1781.4400000000,1777.1000000000,-4.3400000000,-4.4900000000,0.0000842091,0.0017347076,0.0020939998,-0.0024362314,-0.0023466271,-0.0025206593,0.0025206593,-1
SOLUSDT,2026-07,2026-07-05 19:00:00+00:00,81.0100000000,81.1300000000,80.8100000000,81.0400000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0300000000,0.0900000000,0.2300000000,81.0400000000,81.0700000000,0.0300000000,-0.0000000000,0.0003703247,0.0011109740,0.0028391557,0.0003701876,0.0007406493,-0.0000000000,0.0000000000,1
XRPUSDT,2026-07,2026-07-05 19:00:00+00:00,1.1360000000,1.1381000000,1.1336000000,1.1352000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0008000000,0.0029000000,0.0016000000,1.1352000000,1.1373000000,0.0021000000,0.0029000000,-0.0007042254,0.0025528169,0.0014084507,0.0018498943,0.0011443662,0.0025528169,0.0025528169,1
BTCUSDT,2026-07,2026-07-05 20:00:00+00:00,62768.8700000000,62836.0100000000,62700.0000000000,62730.6100000000,0.0000000000,-0.290417457,62750.61105,63092.0100000000,-1.0000000000,1.0000000000,-38.2600000000,105.4000000000,-30.6100000000,67.1400000000,-68.8700000000,136.0100000000,399.6600000000,,0,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-38.2600000000,76.5200000000,-38.2600000000,105.4000000000,30.6100000000,62730.6100000000,63092.0100000000,361.4000000000,399.6600000000,-0.0006095378,0.0016791763,0.0004876621,0.0057611428,0.0051480933,0.0063671689,0.0063671689,1
ETHUSDT,2026-07,2026-07-05 20:00:00+00:00,1781.4400000000,1783.5300000000,1776.2600000000,1777.1000000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3400000000,6.4300000000,0.8400000000,1777.1000000000,1786.8800000000,9.7800000000,14.1200000000,-0.0024362314,0.0036094396,0.0004715287,0.0055033482,0.0030537094,0.0079261721,0.0079261721,1
SOLUSDT,2026-07,2026-07-05 20:00:00+00:00,81.0400000000,81.1800000000,80.9600000000,81.0700000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0300000000,0.1100000000,0.1100000000,81.0800000000,81.8000000000,0.7200000000,0.6900000000,0.0003701876,0.0013573544,0.0013573544,0.0088801184,0.0093780849,0.0085143139,0.0085143139,1
XRPUSDT,2026-07,2026-07-05 20:00:00+00:00,1.1352000000,1.1381000000,1.1346000000,1.1373000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021000000,0.0008000000,0.0027000000,1.1374000000,1.1446000000,0.0072000000,0.0051000000,0.0018498943,0.0007047216,0.0023784355,0.0063302268,0.0082804792,0.0044926004,0.0044926004,1
BTCUSDT,2026-07,2026-07-05 21:00:00+00:00,62730.6100000000,63220.0000000000,62609.4700000000,63092.0100000000,0.0000000000,3.770138292,62635.29545,63736.0000000000,1.0000000000,1.0000000000,361.4000000000,127.9900000000,-482.5400000000,489.3900000000,-121.1400000000,610.5300000000,282.6000000000,,c-o,1.0000000000,,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,,361.4000000000,722.8000000000,361.4000000000,127.9900000000,482.5400000000,63092.0000000000,63736.0000000000,644.0000000000,282.6000000000,0.0057611428,0.0020403117,0.0076922574,0.0102073163,0.0160271038,0.0045049777,0.0045049777,1
ETHUSDT,2026-07,2026-07-05 21:00:00+00:00,1777.1000000000,1793.2500000000,1769.2900000000,1786.8800000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7800000000,6.3700000000,17.5900000000,1786.9100000000,1790.0000000000,3.0900000000,-6.6900000000,0.0055033482,0.0035844916,0.0098981487,0.0017292421,0.0072590175,-0.0037645602,0.0037645602,1
SOLUSDT,2026-07,2026-07-05 21:00:00+00:00,81.0800000000,82.2200000000,80.7900000000,81.8000000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200000000,0.4200000000,1.0100000000,81.8000000000,81.8200000000,0.0200000000,-0.7000000000,0.0088801184,0.0051800691,0.0124568328,0.0002444988,0.0091267884,-0.0086334484,0.0086334484,1
XRPUSDT,2026-07,2026-07-05 21:00:00+00:00,1.1374000000,1.1484000000,1.1351000000,1.1446000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072000000,0.0038000000,0.0095000000,1.1446000000,1.1580000000,0.0134000000,0.0062000000,0.0063302268,0.0033409531,0.0083523826,0.0117071466,0.0181114823,0.0054510287,0.0054510287,1
BTCUSDT,2026-07,2026-07-05 22:00:00+00:00,63092.0000000000,63964.4800000000,63005.0400000000,63736.0000000000,0.0000000000,3.199229692,63457.79499,63650.0000000000,-1.0000000000,-1.0000000000,644.0000000000,228.4800000000,-730.9600000000,872.4800000000,-86.9600000000,959.4400000000,-729.9900000000,-86.9600000000,,-1.0000000000,l-o,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,True,644.0000000000,1288.0000000000,644.0000000000,228.4800000000,730.9600000000,63735.9900000000,63650.0000000000,-85.9900000000,-729.9900000000,0.0102073163,0.0036213783,0.0115856210,-0.0013491592,0.0088442275,-0.0115702466,0.0115702466,-1
ETHUSDT,2026-07,2026-07-05 22:00:00+00:00,1786.9100000000,1808.0000000000,1784.3400000000,1790.0000000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0900000000,18.0000000000,5.6600000000,1789.9900000000,1785.6500000000,-4.3400000000,-7.4300000000,0.0017292421,0.0100732549,0.0031674791,-0.0024245946,-0.0007051278,-0.0041580158,0.0041580158,-1
SOLUSDT,2026-07,2026-07-05 22:00:00+00:00,81.8000000000,82.4300000000,81.6500000000,81.8200000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0200000000,0.6100000000,0.1700000000,81.8200000000,81.5900000000,-0.2300000000,-0.2500000000,0.0002444988,0.0074572127,0.0020782396,-0.0028110486,-0.0025672372,-0.0030562347,0.0030562347,-1
XRPUSDT,2026-07,2026-07-05 22:00:00+00:00,1.1446000000,1.1625000000,1.1425000000,1.1580000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134000000,0.0045000000,0.0155000000,1.1580000000,1.1572000000,-0.0008000000,-0.0142000000,0.0117071466,0.0039315045,0.0135418487,-0.0006908463,0.0110082125,-0.0124060807,0.0124060807,-1
BTCUSDT,2026-07,2026-07-05 23:00:00+00:00,63735.9900000000,63999.0000000000,63577.3600000000,63650.0000000000,0.0000000000,-0.208137536,63683.01686,63761.9900000000,1.0000000000,1.0000000000,-85.9900000000,349.0000000000,-72.6400000000,263.0100000000,-158.6300000000,421.6400000000,197.9700000000,,h-o,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-85.9900000000,171.9800000000,-85.9900000000,349.0000000000,72.6400000000,63650.0100000000,63761.9900000000,111.9800000000,197.9700000000,-0.0013491592,0.0054757132,0.0011397014,0.0017593084,0.0004079328,0.0031060944,0.0031060944,1
ETHUSDT,2026-07,2026-07-05 23:00:00+00:00,1789.9900000000,1802.7500000000,1782.7500000000,1785.6500000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3400000000,17.1000000000,2.9000000000,1785.6500000000,1793.2800000000,7.6300000000,11.9700000000,-0.0024245946,0.0095531260,0.0016201208,0.0042729538,0.0018379991,0.0066871882,0.0066871882,1
SOLUSDT,2026-07,2026-07-05 23:00:00+00:00,81.8200000000,82.0800000000,81.4400000000,81.5900000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2300000000,0.4900000000,0.1500000000,81.5900000000,82.2000000000,0.6100000000,0.8400000000,-0.0028110486,0.0059887558,0.0018332926,0.0074764064,0.0046443412,0.0102664385,0.0102664385,1
XRPUSDT,2026-07,2026-07-05 23:00:00+00:00,1.1580000000,1.1696000000,1.1555000000,1.1572000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0008000000,0.0124000000,0.0017000000,1.1572000000,1.1561000000,-0.0011000000,-0.0003000000,-0.0006908463,0.0107081174,0.0014680484,-0.0009505703,-0.0016407599,-0.0002590674,0.0002590674,-1
BTCUSDT,2026-07,2026-07-06 00:00:00+00:00,63650.0100000000,63772.5200000000,63350.0000000000,63761.9900000000,0.0000000000,39.12535613,52023.99191,63576.0000000000,1.0000000000,-1.0000000000,111.9800000000,10.5300000000,-411.9900000000,122.5100000000,-300.0100000000,422.5200000000,-297.9600000000,-300.0100000000,,-1.0000000000,l-o,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,True,111.9800000000,223.9600000000,111.9800000000,10.5300000000,411.9900000000,63761.9800000000,63576.0000000000,-185.9800000000,-297.9600000000,0.0017593084,0.0001654360,0.0064727405,-0.0029167852,-0.0011627649,-0.0046812247,0.0046812247,-1
ETHUSDT,2026-07,2026-07-06 00:00:00+00:00,1785.6500000000,1794.1300000000,1774.3500000000,1793.2800000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6300000000,0.8500000000,18.9300000000,1793.2700000000,1786.3100000000,-6.9600000000,-14.5900000000,0.0042729538,0.0004760171,0.0106011816,-0.0038811780,0.0003696133,-0.0081706941,0.0081706941,-1
SOLUSDT,2026-07,2026-07-06 00:00:00+00:00,81.5900000000,82.2400000000,81.1100000000,82.2000000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6100000000,0.0400000000,1.0900000000,82.2000000000,81.5500000000,-0.6500000000,-1.2600000000,0.0074764064,0.0004902562,0.0133594803,-0.0079075426,-0.0004902562,-0.0154430690,0.0154430690,-1
XRPUSDT,2026-07,2026-07-06 00:00:00+00:00,1.1572000000,1.1589000000,1.1457000000,1.1561000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0011000000,0.0028000000,0.0104000000,1.1560000000,1.1527000000,-0.0033000000,-0.0022000000,-0.0009505703,0.0024196336,0.0089872105,-0.0028546713,-0.0038886969,-0.0019011407,0.0019011407,-1
BTCUSDT,2026-07,2026-07-06 01:00:00+00:00,63761.9800000000,63920.0000000000,63550.0000000000,63576.0000000000,0.0000000000,-0.075581395,63592.02174,63460.0100000000,1.0000000000,1.0000000000,-185.9800000000,344.0000000000,-26.0000000000,158.0200000000,-211.9800000000,370.0000000000,69.9900000000,,h-o,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-185.9800000000,371.9600000000,-185.9800000000,344.0000000000,26.0000000000,63576.0000000000,63460.0100000000,-115.9900000000,69.9900000000,-0.0029167852,0.0053950646,0.0004077665,-0.0018244306,-0.0047358943,0.0010976761,0.0010976761,-1
ETHUSDT,2026-07,2026-07-06 01:00:00+00:00,1793.2700000000,1799.0200000000,1785.4000000000,1786.3100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.9600000000,12.7100000000,0.9100000000,1786.3100000000,1783.7100000000,-2.6000000000,4.3600000000,-0.0038811780,0.0070876109,0.0005074529,-0.0014555144,-0.0053310433,0.0024313126,0.0024313126,-1
SOLUSDT,2026-07,2026-07-06 01:00:00+00:00,82.2000000000,82.3300000000,81.4800000000,81.5500000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6500000000,0.7800000000,0.0700000000,81.5400000000,81.0100000000,-0.5300000000,0.1200000000,-0.0079075426,0.0094890511,0.0008515815,-0.0064998774,-0.0144768856,0.0014598540,0.0014598540,-1
XRPUSDT,2026-07,2026-07-06 01:00:00+00:00,1.1560000000,1.1614000000,1.1523000000,1.1527000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0033000000,0.0087000000,0.0004000000,1.1527000000,1.1487000000,-0.0040000000,-0.0007000000,-0.0028546713,0.0075259516,0.0003460208,-0.0034701136,-0.0063148789,-0.0006055363,0.0006055363,-1
BTCUSDT,2026-07,2026-07-06 02:00:00+00:00,63576.0000000000,63669.4500000000,63373.1300000000,63460.0100000000,0.0000000000,-0.414820474,63544.16463,63294.0000000000,1.0000000000,-1.0000000000,-115.9900000000,209.4400000000,-86.8800000000,93.4500000000,-202.8700000000,296.3200000000,-50.0200000000,-202.8700000000,,-1.0000000000,l-c,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,,,-115.9900000000,231.9800000000,-115.9900000000,209.4400000000,86.8800000000,63460.0100000000,63294.0000000000,-166.0100000000,-50.0200000000,-0.0018244306,0.0032943249,0.0013665534,-0.0026159782,-0.0044356361,-0.0007867749,0.0007867749,-1
ETHUSDT,2026-07,2026-07-06 02:00:00+00:00,1786.3100000000,1790.2800000000,1779.2600000000,1783.7100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6000000000,6.5700000000,4.4500000000,1783.7100000000,1779.7100000000,-4.0000000000,-1.4000000000,-0.0014555144,0.0036779730,0.0024911689,-0.0022425170,-0.0036947674,-0.0007837385,0.0007837385,-1
SOLUSDT,2026-07,2026-07-06 02:00:00+00:00,81.5400000000,81.6800000000,80.8200000000,81.0100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5300000000,0.6700000000,0.1900000000,81.0100000000,80.8000000000,-0.2100000000,0.3200000000,-0.0064998774,0.0082168261,0.0023301447,-0.0025922726,-0.0090753005,0.0039244543,0.0039244543,-1
XRPUSDT,2026-07,2026-07-06 02:00:00+00:00,1.1527000000,1.1544000000,1.1461000000,1.1487000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0040000000,0.0057000000,0.0026000000,1.1486000000,1.1475000000,-0.0011000000,0.0029000000,-0.0034701136,0.0049449119,0.0022555739,-0.0009576876,-0.0045111477,0.0025158324,0.0025158324,-1
BTCUSDT,2026-07,2026-07-06 03:00:00+00:00,63460.0100000000,63495.1400000000,63136.0100000000,63294.0000000000,0.0000000000,-0.785472805,63548.49319,63267.9900000000,1.0000000000,1.0000000000,-166.0100000000,201.1400000000,-157.9900000000,35.1300000000,-324.0000000000,359.1300000000,140.0000000000,,h-c,1.0000000000,,,,1.0000000000,1.0000000000,1.0000000000,3.0000000000,True,,-166.0100000000,332.0200000000,-166.0100000000,201.1400000000,157.9900000000,63294.0000000000,63267.9900000000,-26.0100000000,140.0000000000,-0.0026159782,0.0031695551,0.0024895994,-0.0004109394,-0.0030258426,0.0022061137,0.0022061137,-1
ETHUSDT,2026-07,2026-07-06 03:00:00+00:00,1783.7100000000,1784.9900000000,1772.2200000000,1779.7100000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0000000000,5.2800000000,7.4900000000,1779.7000000000,1777.9800000000,-1.7200000000,2.2800000000,-0.0022425170,0.0029601224,0.0041991131,-0.0009664550,-0.0032124056,0.0012782347,0.0012782347,-1
SOLUSDT,2026-07,2026-07-06 03:00:00+00:00,81.0100000000,81.0500000000,80.4500000000,80.8000000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2100000000,0.2500000000,0.3500000000,80.8000000000,80.8200000000,0.0200000000,0.2300000000,-0.0025922726,0.0030860388,0.0043204543,0.0002475248,-0.0023453895,0.0028391557,0.0028391557,1
XRPUSDT,2026-07,2026-07-06 03:00:00+00:00,1.1486000000,1.1508000000,1.1416000000,1.1475000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0011000000,0.0033000000,0.0059000000,1.1474000000,1.1461000000,-0.0013000000,-0.0002000000,-0.0009576876,0.0028730629,0.0051366881,-0.0011329963,-0.0021765628,-0.0001741250,0.0001741250,-1
BTCUSDT,2026-07,2026-07-06 04:00:00+00:00,63294.0000000000,63402.7700000000,63187.9800000000,63267.9900000000,0.0000000000,0,63267.99,63114.0000000000,1.0000000000,-1.0000000000,-26.0100000000,134.7800000000,-80.0100000000,108.7700000000,-106.0200000000,214.7900000000,-127.9800000000,-106.0200000000,,-1.0000000000,c-o,,,1.0000000000,1.0000000000,0.0000000000,2.0000000000,,,-26.0100000000,52.0200000000,-26.0100000000,134.7800000000,80.0100000000,63267.9900000000,63114.0000000000,-153.9900000000,-127.9800000000,-0.0004109394,0.0021294277,0.0012641009,-0.0024339322,-0.0028438715,-0.0020219926,0.0020219926,-1
ETHUSDT,2026-07,2026-07-06 04:00:00+00:00,1779.7000000000,1784.7900000000,1776.3400000000,1777.9800000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7200000000,6.8100000000,1.6400000000,1777.9800000000,1774.0600000000,-3.9200000000,-2.2000000000,-0.0009664550,0.0038264876,0.0009215036,-0.0022047492,-0.0031690734,-0.0012361634,0.0012361634,-1
SOLUSDT,2026-07,2026-07-06 04:00:00+00:00,80.8000000000,81.0200000000,80.7000000000,80.8200000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0200000000,0.2000000000,0.1200000000,80.8100000000,80.4200000000,-0.3900000000,-0.4100000000,0.0002475248,0.0024752475,0.0014851485,-0.0048261354,-0.0047029703,-0.0050742574,0.0050742574,-1
XRPUSDT,2026-07,2026-07-06 04:00:00+00:00,1.1474000000,1.1490000000,1.1444000000,1.1461000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013000000,0.0029000000,0.0017000000,1.1460000000,1.1409000000,-0.0051000000,-0.0038000000,-0.0011329963,0.0025274534,0.0014816106,-0.0044502618,-0.0056649817,-0.0033118355,0.0033118355,-1
BTCUSDT,2026-07,2026-07-06 05:00:00+00:00,63267.9900000000,63268.0000000000,62950.0000000000,63114.0000000000,0.0000000000,0,63114,62976.0000000000,-1.0000000000,1.0000000000,-153.9900000000,154.0000000000,-164.0000000000,0.0100000000,-317.9900000000,318.0000000000,16.0000000000,,h-c,1.0000000000,,,,1.0000000000,1.0000000000,0.0000000000,2.0000000000,,,-153.9900000000,307.9800000000,-153.9900000000,154.0000000000,164.0000000000,63113.9900000000,62976.0000000000,-137.9900000000,16.0000000000,-0.0024339322,0.0024340903,0.0025921481,-0.0021863615,-0.0046151300,0.0002528925,0.0002528925,-1
ETHUSDT,2026-07,2026-07-06 05:00:00+00:00,1777.9800000000,1778.1800000000,1764.4200000000,1774.0600000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9200000000,4.1200000000,9.6400000000,1774.0600000000,1769.6300000000,-4.4300000000,-0.5100000000,-0.0022047492,0.0023172364,0.0054218833,-0.0024970971,-0.0046963408,-0.0002868424,0.0002868424,-1
SOLUSDT,2026-07,2026-07-06 05:00:00+00:00,80.8100000000,80.8200000000,80.1500000000,80.4200000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3900000000,0.4000000000,0.2700000000,80.4200000000,80.3500000000,-0.0700000000,0.3200000000,-0.0048261354,0.0049498824,0.0033411706,-0.0008704302,-0.0056923648,0.0039599060,0.0039599060,-1
XRPUSDT,2026-07,2026-07-06 05:00:00+00:00,1.1460000000,1.1461000000,1.1367000000,1.1409000000,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0051000000,0.0052000000,0.0042000000,1.1409000000,1.1380000000,-0.0029000000,0.0022000000,-0.0044502618,0.0045375218,0.0036649215,-0.0025418529,-0.0069808028,0.0019197208,0.0019197208,-1
