"symbol","month","timestamp","open","high","low","close","volume"
"ETHUSDT","2026-05","1777593600","2257.51","2266.0","2257.21","2260.0","0.0"
"ETHUSDT","2026-05","1777597200","2260.0","2270.56","2260.0","2267.75","0.0"
"ETHUSDT","2026-05","1777600800","2267.75","2270.0","2265.0","2266.94","0.0"
"ETHUSDT","2026-05","1777604400","2266.94","2295.0","2266.25","2282.87","0.0"
"ETHUSDT","2026-05","1777608000","2282.87","2285.89","2277.56","2280.12","0.0"
"ETHUSDT","2026-05","1777611600","2280.11","2286.75","2278.28","2283.26","0.0"
"ETHUSDT","2026-05","1777615200","2283.26","2286.66","2272.09","2277.45","0.0"
"ETHUSDT","2026-05","1777618800","2277.46","2281.1","2273.14","2279.48","0.0"
"ETHUSDT","2026-05","1777622400","2279.5","2288.5","2277.44","2286.92","0.0"
"ETHUSDT","2026-05","1777626000","2286.93","2287.1","2279.87","2282.07","0.0"
"ETHUSDT","2026-05","1777629600","2282.08","2285.88","2277.06","2282.53","0.0"
"ETHUSDT","2026-05","1777633200","2282.53","2293.0","2281.71","2286.45","0.0"
"ETHUSDT","2026-05","1777636800","2286.46","2311.49","2284.15","2301.36","0.0"
"ETHUSDT","2026-05","1777640400","2301.37","2324.0","2301.37","2318.22","0.0"
"ETHUSDT","2026-05","1777644000","2318.22","2325.28","2301.42","2308.04","0.0"
"ETHUSDT","2026-05","1777647600","2308.03","2316.74","2298.77","2307.64","0.0"
"ETHUSDT","2026-05","1777651200","2307.64","2314.21","2298.17","2301.94","0.0"
"ETHUSDT","2026-05","1777654800","2301.95","2313.53","2298.71","2311.76","0.0"
"ETHUSDT","2026-05","1777658400","2311.76","2312.5","2303.45","2304.76","0.0"
"ETHUSDT","2026-05","1777662000","2304.77","2307.84","2302.2","2304.85","0.0"
"ETHUSDT","2026-05","1777665600","2304.85","2305.86","2278.98","2285.19","0.0"
"ETHUSDT","2026-05","1777669200","2285.18","2294.25","2283.58","2292.68","0.0"
